smiles_a,smiles_e,smiles_p,yeild_classification,yield_regression,type
NC(=O)c1ccc(Br)cc1,C#Cc1cccs1,NC(=O)c1ccc(-n2cc(-c3cccs3)nn2)cc1,0,0,N
NC(=O)c1ccc(Br)cc1,C#CC(O)c1ccccc1,NC(=O)c1ccc(-n2cc(C(O)c3ccccc3)nn2)cc1,0,0,N
NC(=O)c1ccc(Br)cc1,C#CC(=C)C,C=C(C)c1cn(-c2ccc(C(N)=O)cc2)nn1,0,0,N
NC(=O)c1ccc(Br)cc1,C#CC(C)(C)O,CC(C)(O)c1cn(-c2ccc(C(N)=O)cc2)nn1,0,0,N
NC(=O)c1ccc(Br)cc1,C#Cc1ccccn1,NC(=O)c1ccc(-n2cc(-c3ccccn3)nn2)cc1,0,0,N
NC(=O)c1ccc(Br)cc1,C#CCN,NCc1cn(-c2ccc(C(N)=O)cc2)nn1,0,0,N
NC(=O)c1ccc(Br)cc1,C#Cc1cccc(C)c1,Cc1cccc(-c2cn(-c3ccc(C(N)=O)cc3)nn2)c1,0,0,N
Fc1ccc(Br)c(Cl)c1,C#CC(O)c1ccccc1,OC(c1ccccc1)c1cn(-c2ccc(F)cc2Cl)nn1,1,13.43346975,Y
Fc1ccc(Br)c(Cl)c1,C#CCN1C(=O)c2ccccc2C1=O,O=C1c2ccccc2C(=O)N1Cc1cn(-c2ccc(F)cc2Cl)nn1,1,19.00554469,Y
Fc1ccc(Br)c(Cl)c1,C#CS(=O)(=O)c1ccc(C)cc1,Cc1ccc(S(=O)(=O)c2cn(-c3ccc(F)cc3Cl)nn2)cc1,1,1.535037225,Y
Fc1ccc(Br)c(Cl)c1,C#CC(=O)OC(C)(C)C,CC(C)(C)OC(=O)c1cn(-c2ccc(F)cc2Cl)nn1,1,1.612291032,Y
Fc1ccc(Br)c(Cl)c1,C#Cc1ccccc1,Fc1ccc(-n2cc(-c3ccccc3)nn2)c(Cl)c1,1,5.480593219,Y
Fc1ccc(Br)c(Cl)c1,C#CC(=C)C,C=C(C)c1cn(-c2ccc(F)cc2Cl)nn1,1,8.58365487,Y
Fc1ccc(Br)c(Cl)c1,C#CCCO,OCCc1cn(-c2ccc(F)cc2Cl)nn1,1,7.945408423,Y
COc1ccc(Br)cc1,C#CCN1C(=O)c2ccccc2C1=O,COc1ccc(-n2cc(CN3C(=O)c4ccccc4C3=O)nn2)cc1,1,20.99728112,Y
COc1ccc(Br)cc1,C#CC(=C)C,C=C(C)c1cn(-c2ccc(OC)cc2)nn1,0,0,N
COc1ccc(Br)cc1,C#CCOC,COCc1cn(-c2ccc(OC)cc2)nn1,0,0,N
COc1ccc(Br)cc1,C#CCCCCCC,CCCCCCc1cn(-c2ccc(OC)cc2)nn1,0,0,N
COc1ccc(Br)cc1,C#CCCO,COc1ccc(-n2cc(CCO)nn2)cc1,1,8.210180624,Y
COc1ccc(Br)cc1,C#Cc1cccc(O)c1,COc1ccc(-n2cc(-c3cccc(O)c3)nn2)cc1,1,2.244811679,Y
COc1ccc(Br)c(OC)c1,C#CS(=O)(=O)c1ccc(C)cc1,COc1ccc(-n2cc(S(=O)(=O)c3ccc(C)cc3)nn2)c(OC)c1,0,0,N
COc1ccc(Br)c(OC)c1,C#CCCO,COc1ccc(-n2cc(CCO)nn2)c(OC)c1,0,0,N
COC(=O)c1ccc(Br)cc1,C#Cc1ccc(C(=O)OC)cc1,COC(=O)c1ccc(-c2cn(-c3ccc(C(=O)OC)cc3)nn2)cc1,1,1.778678975,Y
COC(=O)c1ccc(Br)cc1,C#CS(=O)(=O)c1ccc(C)cc1,COC(=O)c1ccc(-n2cc(S(=O)(=O)c3ccc(C)cc3)nn2)cc1,0,0,N
COC(=O)c1ccc(Br)cc1,C#CC(=O)OCC,CCOC(=O)c1cn(-c2ccc(C(=O)OC)cc2)nn1,1,3.051660248,Y
COC(=O)c1ccc(Br)cc1,C#CCN(CC)CC,CCN(CC)Cc1cn(-c2ccc(C(=O)OC)cc2)nn1,0,0,N
COC(=O)c1ccc(Br)cc1,C#CC(=O)OC(C)(C)C,COC(=O)c1ccc(-n2cc(C(=O)OC(C)(C)C)nn2)cc1,1,47.47570991,Y
COC(=O)c1ccc(Br)cc1,C#CCCCCC(=O)O,COC(=O)c1ccc(-n2cc(CCCCC(=O)O)nn2)cc1,1,2.769416411,Y
COC(=O)c1ccc(Br)cc1,C#CCN1CCOCC1,COC(=O)c1ccc(-n2cc(CN3CCCC3)nn2)cc1,0,0,N
COC(=O)c1ccc(Br)cc1,C#CC(C)(O)c1ccccc1,COC(=O)c1ccc(-n2cc(C(C)(O)c3ccccc3)nn2)cc1,0,0,N
FC(F)(F)c1ccc(Br)cc1,C#Cc1cccc(Cl)c1,FC(F)(F)c1ccc(-n2cc(-c3cccc(Cl)c3)nn2)cc1,0,0,N
Brc1nc2ccccc2[nH]1,C#CC(=C)C,C=C(C)c1cn(-c2nc3ccccc3[nH]2)nn1,0,0,N
CC(C)CBr,C#Cc1ccsc1,CC(C)Cn1cc(-c2ccsc2)nn1,0,0,N
COC(=O)c1cccc(Br)n1,C#CS(=O)(=O)c1ccc(C)cc1,COC(=O)c1cccc(-n2cc(S(=O)(=O)c3ccc(C)cc3)nn2)n1,1,3.013628297,Y
CC(C)(C)OC(=O)N1CCC(CBr)CC1,C#CCCc1ccccc1,CC(C)(C)OC(=O)N1CCC(Cn2cc(CCc3ccccc3)nn2)CC1,0,0,N
COc1ccc(Br)cc1OC,C#Cc1ccc(C#C)cc1,C#Cc1ccc(-c2cn(-c3ccc(OC)c(OC)c3)nn2)cc1,1,1.179048312,Y
CC(C)CBr,C#CCN1CCOCC1,CC(C)Cn1cc(CN2CCCC2)nn1,1,18.14664215,Y
FC(F)(F)c1ccc(Br)cc1,C#CCN1CCOCC1,FC(F)(F)c1ccc(-n2cc(CN3CCCC3)nn2)cc1,0,0,N
Brc1ccc2cccnc2c1,C#CCN,NCc1cn(-c2ccc3cccnc3c2)nn1,1,15.18319726,Y
Cc1ccc(CBr)cc1,C#CC(C)(C)O,Cc1ccc(Cn2cc(C(C)(C)O)nn2)cc1,1,35.02036369,Y
O=C1c2ccccc2C(=O)N1CCCCCBr,C#CC(O)(c1ccccc1)c1ccccc1,O=C1c2ccccc2C(=O)N1CCCCCn1cc(C(O)(c2ccccc2)c2ccccc2)nn1,1,56.33066184,Y
O=Cc1ccc(Br)o1,C#CCN,NCc1cn(-c2ccc(C=O)o2)nn1,0,0,N
FC(F)(F)c1ccc(Br)cc1,C#CC(=C)C,C=C(C)c1cn(-c2ccc(C(F)(F)F)cc2)nn1,0,0,N
CC(C)(C)OC(=O)N1CCC(CBr)CC1,C#Cc1cccc(N)c1,CC(C)(C)OC(=O)N1CCC(Cn2cc(-c3cccc(N)c3)nn2)CC1,1,4.532102392,Y
O=C1c2ccccc2C(=O)N1CCCCCBr,C#Cc1cccc([N+](=O)[O-])c1,O=C1c2ccccc2C(=O)N1CCCCCn1cc(-c2cccc([N+](=O)[O-])c2)nn1,1,33.00387018,Y
COc1ccc(Br)cc1OC,C#Cc1cccs1,COc1ccc(-n2cc(-c3cccs3)nn2)cc1OC,0,0,N
CC(C)CBr,C#CCN(CC)CC,CCN(CC)Cc1cn(CC(C)C)nn1,0,0,N
CCOC(=O)CCBr,C#CCN(CC)CC,CCOC(=O)CCn1cc(CN(CC)CC)nn1,0,0,N
COc1ccc(Br)cc1OC,C#Cc1cccc(C)c1,COc1ccc(-n2cc(-c3cccc(C)c3)nn2)cc1OC,0,0,N
FC(F)(F)c1ccc(Br)cc1,C#CC(C)(C)O,CC(C)(O)c1cn(-c2ccc(C(F)(F)F)cc2)nn1,0,0,N
CCOC(=O)CCBr,C#Cc1cccc([N+](=O)[O-])c1,CCOC(=O)CCn1cc(-c2cccc([N+](=O)[O-])c2)nn1,0,0,N
COC(=O)c1cccc(Br)n1,C#CC(=O)OC(C)(C)C,COC(=O)c1cccc(-n2cc(C(=O)OC(C)(C)C)nn2)n1,0,0,N
CC(C)CBr,C#CC(O)(c1ccccc1)c1ccccc1,CC(C)Cn1cc(C(O)(c2ccccc2)c2ccccc2)nn1,0,0,N
COc1ccc(Br)cc1OC,C#CC(=O)OC(C)(C)C,COc1ccc(-n2cc(C(=O)OC(C)(C)C)nn2)cc1OC,0,0,N
FC(F)(F)c1ccc(Br)cc1,C#CCc1ccccc1,FC(F)(F)c1ccc(-n2cc(Cc3ccccc3)nn2)cc1,0,0,N
CCOC(=O)CCBr,C#Cc1ccccn1,CCOC(=O)CCn1cc(-c2ccccn2)nn1,1,3.65459972,Y
CCOC(=O)CCBr,C#CC(O)c1ccccc1,CCOC(=O)CCn1cc(C(O)c2ccccc2)nn1,0,0,N
Brc1ccc2cccnc2c1,C#Cc1cccc([N+](=O)[O-])c1,O=[N+]([O-])c1cccc(-c2cn(-c3ccc4cccnc4c3)nn2)c1,1,15.31663841,Y
O=[N+]([O-])CBr,C#Cc1cccc([N+](=O)[O-])c1,O=[N+]([O-])Cn1cc(-c2cccc([N+](=O)[O-])c2)nn1,0,0,N
O=[N+]([O-])CBr,C#Cc1ccccn1,O=[N+]([O-])Cn1cc(-c2ccccn2)nn1,0,0,N
O=[N+]([O-])CBr,C#Cc1ccc(N)cc1,Nc1ccc(-c2cn(C[N+](=O)[O-])nn2)cc1,1,85.94890511,Y
N#CCCCBr,C#CC(=O)OC(C)(C)C,CC(C)(C)OC(=O)c1cn(CCCC#N)nn1,0,0,N
N#CCCCBr,C#CCCc1ccccc1,N#CCCCn1cc(CCc2ccccc2)nn1,1,52.93295159,Y
O=C1c2ccccc2C(=O)N1CCCCCBr,C#Cc1ccc(N)cc1,Nc1ccc(-c2cn(CCCCCN3C(=O)c4ccccc4C3=O)nn2)cc1,1,7.191868394,Y
OCCCBr,C#CS(=O)(=O)c1ccc(C)cc1,Cc1ccc(S(=O)(=O)c2cn(CCCO)nn2)cc1,0,0,N
COc1ccc(Br)cc1OC,C#CC(C)(O)C=C,C=CC(C)(O)c1cn(-c2ccc(OC)c(OC)c2)nn1,0,0,N
CC(C)CBr,C#CCOC,COCc1cn(CC(C)C)nn1,0,0,N
COC(=O)CBr,C#Cc1ccc(C(=O)OC)cc1,COC(=O)Cn1cc(-c2ccc(C(=O)OC)cc2)nn1,0,0,N
OCCCBr,C#Cc1cccc(C)c1,Cc1cccc(-c2cn(CCCO)nn2)c1,1,50.26073909,Y
BrCC1CC1,C#CCOCCO,OCCOCc1cn(CC2CC2)nn1,1,47.45632092,Y
BrCC1CC1,C#Cc1cccc(Cl)c1,Clc1cccc(-c2cn(CC3CC3)nn2)c1,1,20.53941642,Y
BrCC1CC1,C#CCN1CCOCC1,c1c(CN2CCCC2)nnn1CC1CC1,1,73.58679897,Y
BrC/C=C/c1ccccc1,C#CC(O)(c1ccccc1)c1ccccc1,OC(c1ccccc1)(c1ccccc1)c1cn(C/C=C/c2ccccc2)nn1,0,0,N
BrCCC1OCCO1,C#CCOc1ccccc1,c1ccc(OCc2cn(CCC3OCCO3)nn2)cc1,1,7.627959012,Y
BrCCCOCc1ccccc1,C#CC(O)(c1ccccc1)c1ccccc1,OC(c1ccccc1)(c1ccccc1)c1cn(CCCOCc2ccccc2)nn1,1,5.857541585,Y
O=C(O)c1cccc(Br)c1,C#CC(C)(O)CC(C)C,CC(C)CC(C)(O)c1cn(-c2cccc(C(=O)O)c2)nn1,1,81.29125912,Y
BrC/C=C/c1ccccc1,C#CCC(=O)OC,COC(=O)Cc1cn(C/C=C/c2ccccc2)nn1,0,0,N
CCC(Br)CC,C#Cc1ccc([N+](=O)[O-])cc1,CCC(CC)n1cc(-c2ccc([N+](=O)[O-])cc2)nn1,1,13.83062099,Y
CCC(Br)CC,C#CCNC,CCC(CC)n1cc(CNC)nn1,1,99.0859513,Y
O=C(O)c1cccc(Br)c1,C#CC(=O)OCC,CCOC(=O)c1cn(-c2cccc(C(=O)O)c2)nn1,1,3.215520244,Y
BrCC1CC1,C#CCCCCCC,CCCCCCc1cn(CC2CC2)nn1,1,51.51580928,Y
Brc1cnc2c(ccc3cccnc32)c1,C#CC(=O)OCC,CCOC(=O)c1cn(-c2cnc3c(ccc4cccnc43)c2)nn1,1,26.30614718,Y
BrCCC1OCCO1,C#CCC(=O)OC,COC(=O)Cc1cn(CCC2OCCO2)nn1,1,8.704879707,Y
BrCCCOCc1ccccc1,C#CCN(CC)CC,CCN(CC)Cc1cn(CCCOCc2ccccc2)nn1,1,14.08660285,Y
CCC(Br)CC,C#CCCCCC(=O)O,CCC(CC)n1cc(CCCCC(=O)O)nn1,1,7.270782319,Y
BrC/C=C/c1ccccc1,C#CCN1CCOCC1,C(=C/c1ccccc1)\Cn1cc(CN2CCCC2)nn1,1,4.24807253,Y
BrCC1CC1,C#Cc1ccc(C(=O)O)cc1,O=C(O)c1ccc(-c2cn(CC3CC3)nn2)cc1,1,22.69167684,Y
BrCC1CCOCC1,C#CC(=O)OCC,CCOC(=O)c1cn(CC2CCOCC2)nn1,1,10.28122923,Y
BrC1CCCC1,C#CC(=O)OCC,CCOC(=O)c1cn(C2CCCC2)nn1,1,14.05051495,Y
Cc1n[nH]c(C)c1Br,C#Cc1cccs1,Cc1n[nH]c(C)c1-n1cc(-c2cccs2)nn1,0,0,N
BrC1CCCC1,C#Cc1cccs1,c1csc(-c2cn(C3CCCC3)nn2)c1,0,0,N
Cc1n[nH]c(C)c1Br,C#CC(C)(O)CC(C)C,Cc1n[nH]c(C)c1-n1cc(C(C)(O)CC(C)C)nn1,0,0,N
O=CC(Br)C=O,C#CCc1ccccc1,O=CC(C=O)n1cc(Cc2ccccc2)nn1,1,36.12013872,Y
Brc1ncc[nH]1,C#Cc1ccc(C(=O)OC)cc1,COC(=O)c1ccc(-c2cn(-c3ncc[nH]3)nn2)cc1,0,0,N
BrC1CCCC1,C#CCN(CC)CC,CCN(CC)Cc1cn(C2CCCC2)nn1,1,69.08649305,Y
Brc1ncc[nH]1,C#CC(C)(O)CC(C)C,CC(C)CC(C)(O)c1cn(-c2ncc[nH]2)nn1,0,0,N
Brc1cnc2ccccc2c1,C#Cc1ccc(C#N)cc1,N#Cc1ccc(-c2cn(-c3cnc4ccccc4c3)nn2)cc1,1,4.843380545,Y
Brc1cnc2ccccc2c1,C#Cc1ccncc1,c1ccc2ncc(-n3cc(-c4ccncc4)nn3)cc2c1,1,8.123179603,Y
BrC1CCCC1,C#CCOC,COCc1cn(C2CCCC2)nn1,1,25.16070295,Y
Brc1cnc2ccccc2c1,C#Cc1cccc([N+](=O)[O-])c1,O=[N+]([O-])c1cccc(-c2cn(-c3cnc4ccccc4c3)nn2)c1,0,0,N
BrC1CCCC1,C#Cc1cccc([N+](=O)[O-])c1,O=[N+]([O-])c1cccc(-c2cn(C3CCCC3)nn2)c1,1,22.06941412,Y
Brc1ncc[nH]1,C#Cc1cccs1,c1csc(-c2cn(-c3ncc[nH]3)nn2)c1,0,0,N
CC(C)=CCBr,C#CC(=O)OCC,CCOC(=O)c1cn(CC=C(C)C)nn1,1,12.04329853,Y
CC(C)=CCBr,C#CCc1ccccc1,CC(C)=CCn1cc(Cc2ccccc2)nn1,0,0,N
BrCC1CCCCC1,C#CCOc1ccccc1,c1ccc(OCc2cn(CC3CCCCC3)nn2)cc1,1,28.74442156,Y
BrCC1CCCCC1,C#Cc1ccsc1,c1cc(-c2cn(CC3CCCCC3)nn2)cs1,1,11.40043419,Y
O=CC(Br)C=O,C#Cc1ccsc1,O=CC(C=O)n1cc(-c2ccsc2)nn1,1,17.0858269,Y
O=CC(Br)C=O,C#Cc1ccc(C(=O)OC)cc1,COC(=O)c1ccc(-c2cn(C(C=O)C=O)nn2)cc1,1,3.513343385,Y
BrCC1CCCCC1,C#Cc1ccccc1Cl,Clc1ccccc1-c1cn(CC2CCCCC2)nn1,1,1.305402554,Y
O=CC(Br)C=O,C#Cc1cccc([N+](=O)[O-])c1,O=CC(C=O)n1cc(-c2cccc([N+](=O)[O-])c2)nn1,1,4.611730706,Y
O=CC(Br)C=O,C#CCN(CC)CC,CCN(CC)Cc1cn(C(C=O)C=O)nn1,1,5.350931954,Y
BrCC1CCC1,C#CCCCCC(=O)O,O=C(O)CCCCc1cn(CC2CCC2)nn1,1,4.045546107,Y
O=CC(Br)C=O,C#CCOC,COCc1cn(C(C=O)C=O)nn1,1,5.568749488,Y
O=CC(Br)C=O,C#CCNC,CNCc1cn(C(C=O)C=O)nn1,1,4.610824459,Y
BrC1CCCC1,C#Cc1ccsc1,c1cc(-c2cn(C3CCCC3)nn2)cs1,1,0.820770978,Y
Brc1ccc2c(c1)OCCO2,C#CCOc1ccccc1,c1ccc(OCc2cn(-c3ccc4c(c3)OCCO4)nn2)cc1,1,0.775898021,Y
Fc1ccc(Br)c(Cl)c1,C#CCOc1ccccc1,Fc1ccc(-n2cc(COc3ccccc3)nn2)c(Cl)c1,1,22.12571489,Y
COc1ccc(Br)cc1,C#CC(C)(O)CC(C)C,COc1ccc(-n2cc(C(C)(O)CC(C)C)nn2)cc1,0,0,N
COc1ccc(Br)cc1,C#CC(O)(c1ccccc1)c1ccccc1,COc1ccc(-n2cc(C(O)(c3ccccc3)c3ccccc3)nn2)cc1,0,0,N
FC(F)(F)c1ccc(Br)cc1,C#Cc1ccccn1,FC(F)(F)c1ccc(-n2cc(-c3ccccn3)nn2)cc1,0,0,N
Brc1ccc2cccnc2c1,C#CC(=C)C,C=C(C)c1cn(-c2ccc3cccnc3c2)nn1,0,0,N
Brc1ccc2cccnc2c1,C#Cc1ccccn1,c1ccc(-c2cn(-c3ccc4cccnc4c3)nn2)nc1,1,65.64407301,Y
CCOC(=O)CCBr,C#Cc1ccc(C#C)cc1,C#Cc1ccc(-c2cn(CCC(=O)OCC)nn2)cc1,0,0,N
Brc1ccc2cccnc2c1,C#CC(C)(O)CC(C)C,CC(C)CC(C)(O)c1cn(-c2ccc3cccnc3c2)nn1,1,25.50891294,Y
CCOC(=O)CCBr,C#Cc1ccsc1,CCOC(=O)CCn1cc(-c2ccsc2)nn1,0,0,N
CCOC(=O)CCBr,C#CCCc1ccccc1,CCOC(=O)CCn1cc(CCc2ccccc2)nn1,0,0,N
Cc1ccc(CBr)cc1,C#CCCCCC(=O)O,Cc1ccc(Cn2cc(CCCCC(=O)O)nn2)cc1,1,28.09790363,Y
CC(C)CBr,C#CC(C)(C)C,CC(C)Cn1cc(C(C)(C)C)nn1,0,0,N
O=[N+]([O-])CBr,C#Cc1cccs1,O=[N+]([O-])Cn1cc(-c2cccs2)nn1,1,3.995946968,Y
O=[N+]([O-])CBr,C#Cc1ccsc1,O=[N+]([O-])Cn1cc(-c2ccsc2)nn1,1,3.710522185,Y
O=[N+]([O-])CBr,C#CCN1C(=O)c2ccccc2C1=O,O=C1c2ccccc2C(=O)N1Cc1cn(C[N+](=O)[O-])nn1,1,11.69790169,Y
O=[N+]([O-])CBr,C#CCN(CC)CC,CCN(CC)Cc1cn(C[N+](=O)[O-])nn1,1,15.1943612,Y
O=[N+]([O-])CBr,C#CC(C)(C)C,CC(C)(C)c1cn(C[N+](=O)[O-])nn1,1,9.772199179,Y
N#CCCCBr,C#CCC(=O)OC,COC(=O)Cc1cn(CCCC#N)nn1,1,21.03574636,Y
N#CCCCBr,C#CC(C)(O)C=C,C=CC(C)(O)c1cn(CCCC#N)nn1,1,87.27526619,Y
N#CCCCBr,C#CCCCCC(=O)O,N#CCCCn1cc(CCCCC(=O)O)nn1,1,75.42218648,Y
COC(=O)CBr,C#CC(O)c1ccccc1,COC(=O)Cn1cc(C(O)c2ccccc2)nn1,1,98.28109201,Y
COC(=O)CBr,C#CCCCCC(=O)O,COC(=O)Cn1cc(CCCCC(=O)O)nn1,1,11.68940989,Y
COC(=O)CBr,C#Cc1ccccn1,COC(=O)Cn1cc(-c2ccccn2)nn1,1,8.523820871,Y
CCOC(CBr)COC,C#CCN1C(=O)c2ccccc2C1=O,CCOC(COC)Cn1cc(CN2C(=O)c3ccccc3C2=O)nn1,1,18.29454213,Y
CCOC(CBr)COC,C#CC(C)(O)c1ccccc1,CCOC(COC)Cn1cc(C(C)(O)c2ccccc2)nn1,0,0,N
OCCCBr,C#Cc1ccccc1Cl,OCCCn1cc(-c2ccccc2Cl)nn1,1,22.71914509,Y
OCCCBr,C#CC(C)(O)c1ccccc1,CC(O)(c1ccccc1)c1cn(CCCO)nn1,1,85.89001711,Y
O=c1[nH]cc(Br)c(=O)[nH]1,C#CC(O)c1ccccc1,O=c1[nH]cc(-n2cc(C(O)c3ccccc3)nn2)c(=O)[nH]1,0,0,N
O=c1[nH]cc(Br)c(=O)[nH]1,C#CCOc1ccccc1,O=c1[nH]cc(-n2cc(COc3ccccc3)nn2)c(=O)[nH]1,0,0,N
Brc1nc2ccccc2[nH]1,C#CC(C)(O)c1ccccc1,CC(O)(c1ccccc1)c1cn(-c2nc3ccccc3[nH]2)nn1,0,0,N
O=Cc1cccc(Br)n1,C#CC(C)(O)c1ccccc1,CC(O)(c1ccccc1)c1cn(-c2cccc(C=O)n2)nn1,1,6.319909754,Y
O=C1Cc2ccc(Br)cc2N1,C#Cc1cccs1,O=C1Cc2ccc(-n3cc(-c4cccs4)nn3)cc2N1,1,1.912723151,Y
O=C1Cc2ccc(Br)cc2N1,C#Cc1cccc(N)c1,Nc1cccc(-c2cn(-c3ccc4c(c3)NC(=O)C4)nn2)c1,1,66.11581596,Y
O=C1Cc2ccc(Br)cc2N1,C#CCN,NCc1cn(-c2ccc3c(c2)NC(=O)C3)nn1,1,70.9306485,Y
O=C1Cc2ccc(Br)cc2N1,C#CC(C)(O)c1ccccc1,CC(O)(c1ccccc1)c1cn(-c2ccc3c(c2)NC(=O)C3)nn1,0,0,N
Nc1cc(Br)ncn1,C#Cc1ccc(C(=O)OC)cc1,COC(=O)c1ccc(-c2cn(-c3cc(N)ncn3)nn2)cc1,0,0,N
Nc1cc(Br)ncn1,C#CCC(=O)OC,COC(=O)Cc1cn(-c2cc(N)ncn2)nn1,1,8.966120872,Y
Nc1cc(Br)ncn1,C#CCOc1ccccc1,Nc1cc(-n2cc(COc3ccccc3)nn2)ncn1,1,2.012867441,Y
Nc1cc(Br)ncn1,C#CC(C)(O)CC(C)C,CC(C)CC(C)(O)c1cn(-c2cc(N)ncn2)nn1,0,0,N
Nc1cc(Br)ncn1,C#CC(C)(O)c1ccccc1,CC(O)(c1ccccc1)c1cn(-c2cc(N)ncn2)nn1,1,7.438868442,Y
ClCCCCBr,C#CCOCCO,OCCOCc1cn(CCCCCl)nn1,1,10.78328591,Y
ClCCCCBr,C#CCN1CCOCC1,ClCCCCn1cc(CN2CCCC2)nn1,1,13.59434475,Y
O=[N+]([O-])c1ccc(CBr)cc1,C#Cc1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(Cn2cc(-c3ccc([N+](=O)[O-])cc3)nn2)cc1,1,9.222851767,Y
O=[N+]([O-])c1ccc(CBr)cc1,C#CCC(=O)OC,COC(=O)Cc1cn(Cc2ccc([N+](=O)[O-])cc2)nn1,1,3.257942139,Y
O=[N+]([O-])c1ccc(CBr)cc1,C#CCN(CC)CC,CCN(CC)Cc1cn(Cc2ccc([N+](=O)[O-])cc2)nn1,0,0,N
O=[N+]([O-])c1ccc(CBr)cc1,C#CCOCCO,O=[N+]([O-])c1ccc(Cn2cc(COCCO)nn2)cc1,1,17.89667366,Y
O=[N+]([O-])c1ccc(CBr)cc1,C#CCN1CCOCC1,O=[N+]([O-])c1ccc(Cn2cc(CN3CCCC3)nn2)cc1,1,17.54160039,Y
BrCCc1c[nH]c2ccccc12,C#CCNC,CNCc1cn(CCc2c[nH]c3ccccc23)nn1,0,0,N
CC(C)(C)C(=O)CBr,C#CCOc1ccccc1,CC(C)(C)C(=O)Cn1cc(COc2ccccc2)nn1,0,0,N
CC(C)(C)C(=O)CBr,C#CC(C)(O)C=C,C=CC(C)(O)c1cn(CC(=O)C(C)(C)C)nn1,0,0,N
CC(C)(C)C(=O)CBr,C#CCN1CCOCC1,CC(C)(C)C(=O)Cn1cc(CN2CCCC2)nn1,0,0,N
CC(C)(C)C(=O)CBr,C#CC(C)(O)c1ccccc1,CC(C)(C)C(=O)Cn1cc(C(C)(O)c2ccccc2)nn1,0,0,N
Cc1ccc(Br)cc1C,C#CCC(=O)OC,COC(=O)Cc1cn(-c2ccc(C)c(C)c2)nn1,0,0,N
Cc1ccc(Br)cc1C,C#CCOCCO,Cc1ccc(-n2cc(COCCO)nn2)cc1C,1,23.29220803,Y
Cc1ccc(Br)cc1C,C#CCN,Cc1ccc(-n2cc(CN)nn2)cc1C,0,0,N
Cc1ncc(Br)cc1N,C#CC(=O)OCC,CCOC(=O)c1cn(-c2cnc(C)c(N)c2)nn1,1,12.86132019,Y
Nc1[nH]ncc1Br,C#Cc1ccc(C(=O)OC)cc1,COC(=O)c1ccc(-c2cn(-c3cn[nH]c3N)nn2)cc1,0,0,N
Nc1[nH]ncc1Br,C#CCC(=O)OC,COC(=O)Cc1cn(-c2cn[nH]c2N)nn1,0,0,N
Nc1[nH]ncc1Br,C#CC(=O)OCC,CCOC(=O)c1cn(-c2cn[nH]c2N)nn1,0,0,N
Nc1[nH]ncc1Br,C#CCc1ccccc1,Nc1[nH]ncc1-n1cc(Cc2ccccc2)nn1,0,0,N
